      1  0.90110000000000001     
      2  0.71518999999999999     
      3  0.80550999999999995     
      4  0.63109999999999999     
      5  0.55817000000000005     
      6  0.49315999999999999     
      7  0.43992999999999999     
      8  0.39306999999999997     
      9  0.35221999999999998     
      10 0.31877000000000000     
      11 0.29143000000000002     
      12 0.26795000000000002     
      13 0.24901000000000001     
      14 0.23003999999999999     
      15 0.21404999999999999     
      16 0.20218000000000000     
      17 0.19062000000000001     
      18 0.18013999999999999     
      19 0.17244999999999999     
      20 0.16259999999999999     
      21 0.15503000000000000     
      22 0.15503000000000000     
      23 0.14773000000000000     
      24 0.14122000000000001     
      25 0.13488000000000000     
      26 0.13030000000000000     
      27 0.12386999999999999     
      28 0.11998000000000000     
      29 0.11552000000000000     
      30 0.11149000000000001     
      31 0.10763000000000000     
      32 0.10427000000000000     
      33 0.10158000000000000     
      34  9.7790000000000002E-002
      35  9.5920000000000005E-002
      36  9.3950000000000006E-002
      37  9.0520000000000003E-002
      38  8.7919999999999998E-002
      39  8.5930000000000006E-002
      40  8.3390000000000006E-002
      41  8.1460000000000005E-002
      42  7.9920000000000005E-002
      43  7.8270000000000006E-002
      44  7.5950000000000004E-002
      45  7.4399999999999994E-002
      46  7.3480000000000004E-002
      47  7.0919999999999997E-002
      48  6.9540000000000005E-002
      49  6.7790000000000003E-002
      50  6.6729999999999998E-002
      51  6.4970000000000000E-002
      500 6.6000000000000000E-003
