           1           1           1
           2           2           4
           3           1           1
           4           2           4
           5           3           9
           6           2           4
           7           3           9
           8           4          16
           9           5          25
          10           6          36
          11           5          25
          12           6          36
          13           7          49
          14           6          36
          15           7          49
          16           8          64
          17           9          81
          18          10         100
          19          11         121
          20          12         144
          21          13         169
          22          12         144
          23          11         121
          24          12         144
          25          11         121
          26          10         100
          27           9          81
          28           8          64
          29           9          81
          30           8          64
          31           7          49
          32           8          64
          33           7          49
          34           8          64
          35           9          81
          36          10         100
          37           9          81
          38           8          64
          39           7          49
          40           8          64
          41           7          49
          42           8          64
          43           9          81
          44           8          64
          45           7          49
          46           8          64
          47           7          49
          48           6          36
          49           5          25
          50           4          16
          51           5          25
          52           4          16
          53           3           9
          54           4          16
          55           5          25
          56           4          16
          57           3           9
          58           2           4
          59           1           1
          60           2           4
          61           3           9
          62           2           4
          63           3           9
          64           2           4
          65           3           9
          66           4          16
          67           3           9
          68           2           4
          69           1           1
          70           2           4
          71           3           9
          72           4          16
          73           3           9
          74           2           4
          75           3           9
          76           2           4
          77           3           9
          78           2           4
          79           3           9
          80           4          16
          81           5          25
          82           6          36
          83           7          49
          84           6          36
          85           7          49
          86           8          64
          87           9          81
          88           8          64
          89           9          81
          90          10         100
          91           9          81
          92          10         100
          93           9          81
          94           8          64
          95           7          49
          96           6          36
          97           5          25
          98           4          16
          99           3           9
         100           4          16
