           1          -1           1
           2          -2           4
           3          -1           1
           4           0           0
           5           1           1
           6           0           0
           7          -1           1
           8           0           0
           9          -1           1
          10           0           0
          11          -1           1
          12           0           0
          13           1           1
          14           0           0
          15           1           1
          16           0           0
          17           1           1
          18           2           4
          19           3           9
          20           4          16
          21           5          25
          22           6          36
          23           7          49
          24           6          36
          25           5          25
          26           4          16
          27           5          25
          28           4          16
          29           3           9
          30           4          16
          31           5          25
          32           6          36
          33           5          25
          34           6          36
          35           7          49
          36           6          36
          37           7          49
          38           6          36
          39           5          25
          40           6          36
          41           7          49
          42           8          64
          43           9          81
          44           8          64
          45           7          49
          46           8          64
          47           9          81
          48          10         100
          49           9          81
          50          10         100
          51          11         121
          52          10         100
          53          11         121
          54          12         144
          55          11         121
          56          10         100
          57          11         121
          58          10         100
          59           9          81
          60           8          64
          61           7          49
          62           6          36
          63           7          49
          64           6          36
          65           7          49
          66           8          64
          67           9          81
          68           8          64
          69           7          49
          70           8          64
          71           9          81
          72           8          64
          73           7          49
          74           6          36
          75           7          49
          76           6          36
          77           5          25
          78           4          16
          79           5          25
          80           6          36
          81           7          49
          82           8          64
          83           9          81
          84           8          64
          85           9          81
          86          10         100
          87          11         121
          88          10         100
          89          11         121
          90          12         144
          91          11         121
          92          10         100
          93          11         121
          94          10         100
          95           9          81
          96           8          64
          97           7          49
          98           6          36
          99           5          25
         100           4          16
